ID;Название компании;Логотип;Тип компании;Сфера деятельности;Кол-во сотрудников;Годовой оборот;Валюта;Комментарий;Ответственный;Рабочий телефон;Мобильный телефон;Номер факса;Домашний телефон;Номер пейджера;Телефон для рассылок;Другой телефон;Корпоративный сайт;Личная страница;Страница Facebook;Страница ВКонтакте;Страница LiveJournal;Микроблог Twitter;Другой сайт;Рабочий e-mail;Частный e-mail;E-mail для рассылок;Другой e-mail;Контакт Facebook;Контакт Telegram;Контакт ВКонтакте;Контакт Viber;Комментарии Instagram;Контакт Битрикс24 Network;Онлайн-чат;Контакт Открытая линия;Другой контакт;Связанный пользователь;Банковские реквизиты;Доступен для всех;Компания продавец
2970;Бико регионы ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3664228093;да;
2971;БИКО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9709076856;да;
2972;БИЛД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274171840;да;
2973;БИО-ЭКСПЕРТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4345407796;да;
2974;БИОКЛИН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5032300239;да;
2975;БТК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0259010327;да;
2976;БТС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6700036846;да;
2977;БЭСТФРИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268054970;да;
2978;ВАВИЛОНТРАНС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268061416;да;
2979;Вариофлекс ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7716762651;да;
2980;Ваш Консультант ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278181173;да;
2981;ВВХК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249124540;да;
2982;Вентиляционные технологии ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268038294;да;
2983;Вертикаль ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5031111133;да;
2984;ВИВТЕХ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7727707483;да;
2985;ВИЛС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7726445556;да;
2986;ВИТАХИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249080645;да;
2987;ВЛ-ГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6330100149;да;
2988;ВМ-ГРУПП ПЛЮС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7707471230;да;
2989;Воентека ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9710061798;да;
2990;ВОЛГА ПОЛИМЕР 52 ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249132741;да;
2991;ВОЛГАСТАЛЬ КОМПЛЕКТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6330060898;да;
2992;Восток-Сервис-Башкирия ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268073154;да;
2993;ВсеИнструменты.ру ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7722753969;да;
2994;ВудДекер ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5050098914;да;
2995;"ООО ""ВФ""ПЛАДЕП""";;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6315507490;да;
2996;Вязьма-Брусит ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6722019516;да;
2997;ГАЗПРОМ МЕЖРЕГИОНГАЗ УФА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276046524;да;
2998;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0266048970;да;
2999;ГАММА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268002040;да;
3000;Гарант174 ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7430033410;да;
3001;Гармония тепла ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0250020264;да;
3002;ГАУРА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268079082;да;
3003;ГЕОРЕСУРС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0273090765;да;
3004;ГЕРОБПЛАСТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1658146410;да;
3005;ГК ИМПЕРИЯ ИНСТРУМЕНТА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7728388374;да;
3006;Голд Пак ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2901170080;да;
3007;ГОРТЕСТ УРАЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6658496734;да;
3008;ГОРТЕСТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7717616798;да;
3009;ГСБ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268085047;да;
3010;ГСП ПЕРЕРАБОТКА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7802591618;да;
3011;ГТУ24 ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6685218197;да;
3012;ГУДИН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6723021691;да;
3013;ДБХ РУС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7728437021;да;
3014;ДЕТАЛИ МАШИН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268074912;да;
3015;Джи Эм Композит ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1635012258;да;
3016;Джи-Ойл ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1616032918;да;
3017;ДИАДЕС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0273930728;да;
3018;ДЛ24 ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2223633138;да;
3019;ДМС-Строй ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7451403407;да;
3020;ДНС РИТЕЙЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2540167061;да;
3021;ДНС Ритейл ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2540167061;да;
3022;ДНС РИТЕЙЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2540167061;да;
3023;ДОМ ПЛЁНКИ САМАРА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6318058420;да;
3024;ДОМ СТАЛИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268088619;да;
3025;ДорСтрой ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268084212;да;
3026;ДП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7713397104;да;
3027;ЕВРОПОЛИМЕР-ТРЕЙДИНГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6165165478;да;
3028;ЕЗМН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7407010647;да;
3029;ЕТС-КАЗАНЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1660302923;да;
3030;ЖБЗ Стерлитамака ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268088707;да;
3031;Жилье Плюс (Геодезия) ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268068884;да;
3032;ЗАВОД ТРУБОДЕТАЛЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6612053916;да;
3033;ЗАВОД № 423 ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7112011490;да;
3034;ЗАВОД АГРЕГАТОВ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7707514691;да;
3035;Завод РТИ УПК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6684020934;да;
3036;ЗАВОД УПАКОВКИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6321458964;да;
3037;Знак Качества ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268059801;да;
3038;ЗОДАС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0266045088;да;
3039;ИВС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5038098629;да;
3040;ИЖАВТОТРАНС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1832166539;да;
3041;Изостер ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268045502;да;
3042;ИЛЬМАТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2458005808;да;
3043;ИМАР ГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277958280;да;
3044;ИНАРИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1840118507;да;
3045;ИНДАСТРИАЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7726428864;да;
3046;ИНДУСТРИЯ-СЕРВИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277105719;да;
3047;ИННОВАЦИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274393956;да;
3048;ИНТЕГРАЛ ЭКСПОРТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268078667;да;
3049;ИНТЕГРАЦИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2543098176;да;
3050;Интер-Карб ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6164257493;да;
3051;ИНТЕР-ТЕХНОЛОГИЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6671417499;да;
3052;ИНТЕР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1657143705;да;
3053;ИНТЕРДИСП РУС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7710439860;да;
3054;Интерм ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7724653423;да;
3055;ИНТЕРНОД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7733808377;да;
3056;Интерпак-М ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7411018494;да;
3057;ИТЕРО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7453174992;да;
3058;КАДРЫ В ПОРЯДКЕ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7714953682;да;
3059;КАМАП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1650268198;да;
3060;КАМАТРАНСНЕФТЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1650116170;да;
3061;КАМЕНСКАЯ ЖЕМЧУЖИНА+ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268074077;да;
3062;КАМНЕТОРГ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276914347;да;
3063;Камоцци Пневматика ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7710028420;да;
3064;КАМЧАТТРАЛФЛОТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4100006691;да;
3065;КАСЕС ГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6679098283;да;
3066;КАТРАН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4501198895;да;
3067;КВАДРО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274985053;да;
3068;КВАЗАР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276935146;да;
3069;КВАНТЕК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7816601369;да;
3070;Кедр ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4524096829;да;
3071;Кемикал Компаунд ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7727453623;да;
3072;КЕМИКАЛ КОМПОНЕНТС ЭНД КОМПАУНДС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0277932187;да;
3073;КЕХ ЕКОММЕРЦ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7710668349;да;
3074;КИП СПБ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7805781663;да;
3075;КИП-СЕРВИС  ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2308073661;да;
3076;КИП-СЕРВИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6679010200;да;
3077;КИСЛОТОУПОР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249176700;да;
3078;Клейторг ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7710449530;да;
3079;КОЕЛГАМРАМОР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7430021164;да;
3080;КОЛЕСА ДАРОМ.РУ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1651066469;да;
3081;Компания КМП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6317140914;да;
3082;КОМПАНИЯ МАХАОН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268089588;да;
3083;КОМПАС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5027249435;да;
3084;КОМУС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7721793895;да;
3085;КОНСТАНТА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268084886;да;
3086;КОНТЕКСТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4501121476;да;
3087;КРАСКИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268055412;да;
3088;КРЕП-ПЛАСТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7716874450;да;
3089;КРЕПКИЙ ДОМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268077085;да;
3090;КСИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7728505401;да;
3091;КУБИКДОМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4712030267;да;
3092;КЭС ЛОГИСТИК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6312201391;да;
3093;КЭСТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0273046808;да;
3094;ЛАЙФТЕЛЕКОМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7814466467;да;
3095;"ООО ""ЛЕ МОНЛИД"" (Леруа Мерлен Восток ООО)";;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5029069967;да;
3096;ЛЕГА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249028620;да;
3097;ЛИГАМЕТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0275910050;да;
3098;ЛИДЕР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7719725432;да;
3099;ЛИКАРД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3444197347;да;
3100;ЛИЛА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268088778;да;
3101;МАКС-ГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5249163531;да;
3102;МАХСУС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268088560;да;
3103;МВМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7707548740;да;
3104;МВМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7707548740;да;
3105;МВМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7707548740;да;
3106;МЕДТЕХНИКА РБ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276918616;да;
3107;МЕДЦЕНТР НОРИС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268051739;да;
3108;Мезатон ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274064535;да;
3109;Мессе Дюссельдорф Москва ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7703335282;да;
3110;Металлкомплект ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1832112692;да;
3111;Металлсервис-Москва ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7721562305;да;
3112;МЕТИЗ-МАСТЕР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6679069853;да;
3113;МЕТРО КЭШ ЭНД КЕРРИ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7704218694;да;
3114;МЕТРОВЕС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278100801;да;
3115;МЕТРОВЕС+ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278976067;да;
3116;Мехтехника ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9715369280;да;
3117;МИГЭ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268069983;да;
3118;МИДЛ С ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7713348322;да;
3119;Микросфера ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3245012880;да;
3120;Минимакс-Уфа ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0276924070;да;
3121;МИП АУДИТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7724308723;да;
3122;Мир весов ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7724829758;да;
3123;Мир плёнок ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278932944;да;
3124;МИР ЧИСТОТЫ-ОПТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6659132391;да;
3125;МИР ЧИСТОТЫ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6659117192;да;
3126;МИР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0265049393;да;
3127;МИРАНД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1659165310;да;
3128;Миранд ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1659165310;да;
3129;МНХК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9705100931;да;
3130;МОНОЛИТ ООО (бетон);;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268084220;да;
3131;МОТОРНЫЙ ЦЕХ СТЕРЛИТАМАК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268092051;да;
3132;МСК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268089517;да;
3133;МСС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268087630;да;
3134;МТД ПРОЕКТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7720663075;да;
3135;МХ 1 ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1655080792;да;
3136;МХК СТАНДАРТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9729394374;да;
3137;МХК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7732536530;да;
3138;НАУЧНО-ТЕХНИЧЕСКАЯ ФИРМА НТВ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7606010218;да;
3139;Научное оборудование НВ-ЛАБ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9718167034;да;
3140;НЕВА-ТЕКСТИЛЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7721779386;да;
3141;НЕГАБАРИТ-02 ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0272920808;да;
3142;НМК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7709867004;да;
3143;НОВАТРЕЙД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268060765;да;
3144;НОВОЕ ВРЕМЯ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268090664;да;
3145;НОВОХИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7017277451;да;
3146;НОМАКОН ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7709447842;да;
3147;НОРТЕКС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7701618743;да;
3148;НПК ПРОФ-МАГНИТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7811527143;да;
3149;НПО ХИМТЭК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3123357373;да;
3150;НПО Электромашкомплект ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3328020275;да;
3151;НПП ГАРАНТ-СЕРВИС-УНИВЕРСИТЕТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7706131706;да;
3152;НТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1656069657;да;
3153;ОБХИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5405335163;да;
3154;ОМЕГА ПЛАСТО РАША ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7733356314;да;
3155;ОМЕГА ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7816342682;да;
3156;ОМП ГРУПП ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5720023917;да;
3157;ОФИС ПАРТНЁР ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268066132;да;
3158;Офисмаг-РТ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3662149706;да;
3159;ПАРКИНГРАД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6658387100;да;
3160;ПАТИМ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0266030243;да;
3161;ПИОНЕР ТРЕЙД ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2225089570;да;
3162;ПК БЛЕСК ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7705478536;да;
3163;ПК Марион ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7802552714;да;
3164;ПК ЮМЭКС ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0274952499;да;
3165;ПКФ НЕВА-СТАЛЬ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7804614324;да;
3166;ПКФ УНИВЕРСАЛ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0272904683;да;
3167;ПЛАНЕТА ЗАПЧАСТЕЙ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0278930471;да;
3168;ПЛАСТИНФО.РУ ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7718766179;да;
3169;ПластСтер ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268046714;да;
3170;Плюс 777 ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0268025986;да;
3171;ПНЕВМО ООО;;Поставщик;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7802534232;да;
